dolar_oficial_value_avg,dolar_oficial_value_sell,dolar_oficial_value_buy,dolar_blue_value_avg,dolar_blue_value_sell,dolar_blue_value_buy,dolar_oficial_euro_value_avg,dolar_oficial_euro_value_sell,dolar_oficial_euro_value_buy,dolar_blue_euro_value_avg,dolar_blue_euro_value_sell,dolar_blue_euro_value_buy,last_update
229.5,234.0,225.0,464.5,467.0,462.0,246.0,251.0,241.0,499.5,502.0,497.0,2023-05-04T14:55:26.357664-03:00
